Date,AEP Adjusted,DFSVX Adjusted,DFLVX Adjusted,FSAGX Adjusted,GS1 (rf in percent),GS1 (rf),AEP Annual,DFSVX Annual,DFLVX Annual,FSAGX Annual,AEP Excess,DFSVX Excess,DFLVX Excess,FSAGX Excess,AEP Annual RoR,DFSVX Annual ROR,DFLVX Annual RoR,FSAGX Annual RoR,AEP excess return,DFSVX excess return,DFLVX excess return,FSAGX excess return
01-12-2010,22.215919,13.394224,12.373042,41.664825,0.29,0.29%,8.59%,30.83%,20.35%,27.26%,1.54%,23.78%,13.30%,20.21%,0.086,0.308,0.203,0.273,0.035,0.257,0.153,0.222
01-01-2011,22.030685,13.481717,12.844713,39.914654,0.27,0.27%,8.12%,35.60%,27.26%,34.55%,1.07%,28.55%,20.21%,27.50%,0.081,0.356,0.273,0.345,0.03,0.305,0.222,0.295
01-02-2011,22.092428,14.327939,13.537353,43.629612,0.29,0.29%,11.75%,35.76%,28.57%,37.35%,4.70%,28.71%,21.52%,30.30%,0.117,0.358,0.286,0.374,0.067,0.307,0.235,0.323
01-03-2011,21.977781,14.622278,13.56209,44.1894,0.26,0.26%,8.01%,27.31%,19.77%,36.44%,0.96%,20.26%,12.72%,29.39%,0.08,0.273,0.198,0.364,0.029,0.222,0.147,0.314
01-04-2011,22.815863,14.806241,13.940357,44.689812,0.25,0.25%,11.74%,19.21%,19.06%,23.78%,4.69%,12.16%,12.01%,16.73%,0.117,0.192,0.191,0.238,0.067,0.141,0.14,0.187
01-05-2011,23.891605,14.343709,13.741919,43.50811,0.19,0.19%,25.58%,28.17%,28.14%,22.37%,18.53%,21.12%,21.09%,15.32%,0.256,0.282,0.281,0.224,0.205,0.231,0.23,0.173
01-06-2011,23.865843,14.070399,13.444255,41.242798,0.18,0.18%,22.56%,39.92%,36.09%,11.41%,15.51%,32.87%,29.04%,4.36%,0.226,0.399,0.361,0.114,0.175,0.348,0.31,0.063
01-07-2011,23.346468,13.679013,12.875662,43.164352,0.19,0.19%,7.63%,25.16%,20.46%,23.28%,0.58%,18.11%,13.41%,16.23%,0.076,0.252,0.205,0.233,0.025,0.201,0.154,0.182
01-08-2011,24.467558,12.232197,11.786613,46.4874,0.11,0.11%,14.61%,22.15%,17.44%,20.08%,7.56%,15.10%,10.39%,13.03%,0.146,0.222,0.174,0.201,0.095,0.171,0.124,0.15
01-09-2011,24.390795,10.674895,10.548214,40.123375,0.1,0.10%,10.38%,-5.50%,-3.58%,-2.93%,3.33%,-12.55%,-10.63%,-9.98%,0.104,-0.055,-0.036,-0.029,0.053,-0.106,-0.087,-0.08
01-10-2011,25.199116,12.385102,12.057725,42.829403,0.11,0.11%,10.35%,5.13%,5.53%,1.65%,3.30%,-1.92%,-1.52%,-5.40%,0.104,0.051,0.055,0.016,0.053,0,0.004,-0.034
01-11-2011,25.455721,12.300777,11.957713,43.931206,0.11,0.11%,17.24%,-0.07%,5.45%,1.36%,10.19%,-7.12%,-1.60%,-5.69%,0.172,-0.001,0.054,0.014,0.121,-0.052,0.004,-0.037
01-12-2011,26.818434,12.205913,11.96396,37.223415,0.12,0.12%,20.72%,-8.87%,-3.31%,-10.66%,13.67%,-15.92%,-10.36%,-17.71%,0.207,-0.089,-0.033,-0.107,0.156,-0.14,-0.084,-0.157
01-01-2012,25.682325,13.342533,12.648952,41.745224,0.12,0.12%,16.58%,-1.03%,-1.52%,4.59%,9.53%,-8.08%,-8.57%,-2.46%,0.166,-0.01,-0.015,0.046,0.115,-0.061,-0.066,-0.005
01-02-2012,24.416386,13.766192,13.379304,41.013474,0.16,0.16%,10.52%,-3.92%,-1.17%,-6.00%,3.47%,-10.97%,-8.22%,-13.05%,0.105,-0.039,-0.012,-0.06,0.054,-0.09,-0.063,-0.111
01-03-2012,25.34482,14.082599,13.580776,36.382061,0.19,0.19%,15.32%,-3.69%,0.14%,-17.67%,8.27%,-10.74%,-6.91%,-24.72%,0.153,-0.037,0.001,-0.177,0.102,-0.088,-0.05,-0.228
01-04-2012,25.515614,13.857365,13.340677,34.088661,0.18,0.18%,11.83%,-6.41%,-4.30%,-23.72%,4.78%,-13.46%,-11.35%,-30.77%,0.118,-0.064,-0.043,-0.237,0.067,-0.115,-0.094,-0.288
01-05-2012,25.298824,12.870615,12.393183,31.688179,0.19,0.19%,5.89%,-10.27%,-9.81%,-27.17%,-1.16%,-17.32%,-16.86%,-34.22%,0.059,-0.103,-0.098,-0.272,0.008,-0.154,-0.149,-0.323
01-06-2012,26.53574,13.396167,12.993261,32.05405,0.19,0.19%,11.19%,-4.79%,-3.35%,-22.28%,4.14%,-11.84%,-10.40%,-29.33%,0.112,-0.048,-0.034,-0.223,0.061,-0.099,-0.084,-0.274
01-07-2012,28.091982,13.40267,13.185753,31.179525,0.19,0.19%,20.33%,-2.02%,2.41%,-27.77%,13.28%,-9.07%,-4.64%,-34.82%,0.203,-0.02,0.024,-0.278,0.152,-0.071,-0.027,-0.329
01-08-2012,28.590769,13.967386,13.706327,34.240364,0.18,0.18%,16.85%,14.19%,16.29%,-26.34%,9.80%,7.14%,9.24%,-33.39%,0.169,0.142,0.163,-0.263,0.118,0.091,0.112,-0.314
01-09-2012,29.552502,14.408406,14.144374,38.568375,0.18,0.18%,21.16%,34.97%,34.09%,-3.88%,14.11%,27.92%,27.04%,-10.93%,0.212,0.35,0.341,-0.039,0.161,0.299,0.29,-0.09
01-10-2012,29.888783,14.311838,14.24448,37.354752,0.18,0.18%,18.61%,15.56%,18.14%,-12.78%,11.56%,8.51%,11.09%,-19.83%,0.186,0.156,0.181,-0.128,0.135,0.105,0.13,-0.179
01-11-2012,28.684891,14.575773,14.276357,34.151131,0.18,0.18%,12.69%,18.49%,19.39%,-22.26%,5.64%,11.44%,12.34%,-29.31%,0.127,0.185,0.194,-0.223,0.076,0.134,0.143,-0.274
01-12-2012,29.019915,14.117928,14.601544,32.999966,0.16,0.16%,8.21%,15.66%,22.05%,-11.35%,1.16%,8.61%,15.00%,-18.40%,0.082,0.157,0.22,-0.113,0.031,0.106,0.17,-0.164
01-01-2013,30.794565,16.103416,15.729692,30.492397,0.15,0.15%,19.91%,20.69%,24.36%,-26.96%,12.86%,13.64%,17.31%,-34.01%,0.199,0.207,0.244,-0.27,0.148,0.156,0.193,-0.32
01-02-2013,31.814478,16.385939,15.928794,27.413712,0.16,0.16%,30.30%,19.03%,19.06%,-33.16%,23.25%,11.98%,12.01%,-40.21%,0.303,0.19,0.191,-0.332,0.252,0.139,0.14,-0.382
01-03-2013,33.415741,17.187349,16.641739,27.369089,0.15,0.15%,31.84%,22.05%,22.54%,-24.77%,24.79%,15.00%,15.49%,-31.82%,0.318,0.22,0.225,-0.248,0.268,0.17,0.174,-0.299
01-04-2013,35.339745,16.99942,16.862307,22.21117,0.12,0.12%,38.50%,22.67%,26.40%,-34.84%,31.45%,15.62%,19.35%,-41.89%,0.385,0.227,0.264,-0.348,0.334,0.176,0.213,-0.399
01-05-2013,31.484875,17.916279,17.55818,21.408039,0.12,0.12%,24.45%,39.20%,41.68%,-32.44%,17.40%,32.15%,34.63%,-39.49%,0.245,0.392,0.417,-0.324,0.194,0.341,0.366,-0.375
01-06-2013,31.06834,17.766352,17.287563,17.142492,0.14,0.14%,17.08%,32.62%,33.05%,-46.52%,10.03%,25.57%,26.00%,-53.57%,0.171,0.326,0.331,-0.465,0.12,0.275,0.28,-0.516
01-07-2013,32.157604,19.095892,18.397251,19.471586,0.12,0.12%,14.47%,42.48%,39.52%,-37.55%,7.42%,35.43%,32.47%,-44.60%,0.145,0.425,0.395,-0.376,0.094,0.374,0.344,-0.426
01-08-2013,29.694626,18.299026,17.847403,21.051086,0.13,0.13%,3.86%,31.01%,30.21%,-38.52%,-3.19%,23.96%,23.16%,-45.57%,0.039,0.31,0.302,-0.385,-0.012,0.259,0.251,-0.436
01-09-2013,30.401531,19.234474,18.30022,19.05217,0.12,0.12%,2.87%,33.49%,29.38%,-50.60%,-4.18%,26.44%,22.33%,-57.65%,0.029,0.335,0.294,-0.506,-0.022,0.284,0.243,-0.557
01-10-2013,32.849079,19.935091,19.3041,18.918312,0.12,0.12%,9.90%,39.29%,35.52%,-49.36%,2.85%,32.24%,28.47%,-56.41%,0.099,0.393,0.355,-0.494,0.048,0.342,0.304,-0.544
01-11-2013,33.003361,20.946878,20.109524,16.580297,0.12,0.12%,15.05%,43.71%,40.86%,-51.45%,8.00%,36.66%,33.81%,-58.50%,0.151,0.437,0.409,-0.515,0.1,0.386,0.358,-0.565
01-12-2013,33.134708,20.472782,20.538221,16.03595,0.13,0.13%,14.18%,45.01%,40.66%,-51.41%,7.13%,37.96%,33.61%,-58.46%,0.142,0.45,0.407,-0.514,0.091,0.399,0.356,-0.565
01-01-2014,34.602158,20.412783,19.824574,17.918856,0.12,0.12%,12.36%,26.76%,26.03%,-41.24%,5.31%,19.71%,18.98%,-48.29%,0.124,0.268,0.26,-0.412,0.073,0.217,0.209,-0.463
01-02-2014,35.58754,21.524881,20.490396,19.998083,0.12,0.12%,11.86%,31.36%,28.64%,-27.05%,4.81%,24.31%,21.59%,-34.10%,0.119,0.314,0.286,-0.271,0.068,0.263,0.235,-0.321
01-03-2014,36.292095,21.780115,20.901649,18.347198,0.13,0.13%,8.61%,26.72%,25.60%,-32.96%,1.56%,19.67%,18.55%,-40.01%,0.086,0.267,0.256,-0.33,0.035,0.216,0.205,-0.381
01-04-2014,38.548717,21.360802,21.10792,18.855848,0.11,0.11%,9.08%,25.66%,25.18%,-15.11%,2.03%,18.61%,18.13%,-22.16%,0.091,0.257,0.252,-0.151,0.04,0.206,0.201,-0.202
01-05-2014,38.219158,21.537037,21.56636,17.731457,0.1,0.10%,21.39%,20.21%,22.83%,-17.17%,14.34%,13.16%,15.78%,-24.22%,0.214,0.202,0.228,-0.172,0.163,0.151,0.177,-0.223
01-06-2014,40.334408,22.466822,22.064102,20.952925,0.1,0.10%,29.82%,26.46%,27.63%,22.23%,22.77%,19.41%,20.58%,15.18%,0.298,0.265,0.276,0.222,0.247,0.214,0.225,0.171
01-07-2014,37.600613,21.1968,21.989742,20.372881,0.11,0.11%,16.93%,11.00%,19.53%,4.63%,9.88%,3.95%,12.48%,-2.42%,0.169,0.11,0.195,0.046,0.118,0.059,0.144,-0.005
01-08-2014,38.83733,22.431866,22.686785,20.872612,0.11,0.11%,30.79%,22.59%,27.12%,-0.85%,23.74%,15.54%,20.07%,-7.90%,0.308,0.226,0.271,-0.008,0.257,0.175,0.22,-0.059
01-09-2014,38.134766,20.831764,22.022631,16.964022,0.11,0.11%,25.44%,8.30%,20.34%,-10.96%,18.39%,1.25%,13.29%,-18.01%,0.254,0.083,0.203,-0.11,0.203,0.032,0.153,-0.161
01-10-2014,42.612186,21.829363,22.292665,13.929948,0.1,0.10%,29.72%,9.50%,15.48%,-26.37%,22.67%,2.45%,8.43%,-33.42%,0.297,0.095,0.155,-0.264,0.246,0.044,0.104,-0.315
01-11-2014,42.035164,21.768415,22.550268,14.625998,0.13,0.13%,27.37%,3.92%,12.14%,-11.79%,20.32%,-3.13%,5.09%,-18.84%,0.274,0.039,0.121,-0.118,0.223,-0.012,0.07,-0.169
01-12-2014,44.747566,21.311356,22.451189,14.670619,0.21,0.21%,35.05%,4.10%,9.31%,-8.51%,28.00%,-2.95%,2.26%,-15.56%,0.35,0.041,0.093,-0.085,0.3,-0.01,0.042,-0.136
01-01-2015,46.287785,21.16428,21.586958,17.169262,0.2,0.20%,33.77%,3.68%,8.89%,-4.18%,26.72%,-3.37%,1.84%,-11.23%,0.338,0.037,0.089,-0.042,0.287,-0.014,0.038,-0.093
01-02-2015,42.43354,22.412233,23.110744,16.508905,0.22,0.22%,19.24%,4.12%,12.79%,-17.45%,12.19%,-2.93%,5.74%,-24.50%,0.192,0.041,0.128,-0.174,0.141,-0.01,0.077,-0.225
01-03-2015,41.808216,22.806995,22.576084,14.509992,0.25,0.25%,15.20%,4.71%,8.01%,-20.91%,8.15%,-2.34%,0.96%,-27.96%,0.152,0.047,0.08,-0.209,0.101,-0.004,0.029,-0.26
01-04-2015,42.269024,22.504612,23.130951,15.777161,0.23,0.23%,9.65%,5.35%,9.58%,-16.33%,2.60%,-1.70%,2.53%,-23.38%,0.097,0.054,0.096,-0.163,0.046,0.003,0.045,-0.214
01-05-2015,41.837952,22.81028,23.379238,15.455906,0.24,0.24%,9.47%,5.91%,8.41%,-12.83%,2.42%,-1.14%,1.36%,-19.88%,0.095,0.059,0.084,-0.128,0.044,0.008,0.033,-0.179
01-06-2015,39.747177,22.759335,22.896084,14.402905,0.28,0.28%,-1.46%,1.30%,3.77%,-31.26%,-8.51%,-5.75%,-3.28%,-38.31%,-0.015,0.013,0.038,-0.313,-0.065,-0.038,-0.013,-0.364
01-07-2015,42.448517,21.984554,22.939362,11.904262,0.3,0.30%,12.89%,3.72%,4.32%,-41.57%,5.84%,-3.33%,-2.73%,-48.62%,0.129,0.037,0.043,-0.416,0.078,-0.014,-0.008,-0.467
01-08-2015,40.737675,21.096996,21.543989,12.359372,0.38,0.38%,4.89%,-5.95%,-5.04%,-40.79%,-2.16%,-13.00%,-12.09%,-47.84%,0.049,-0.06,-0.05,-0.408,-0.002,-0.11,-0.101,-0.459
01-09-2015,43.069061,20.062588,20.735081,12.011344,0.37,0.37%,12.94%,-3.69%,-5.85%,-29.20%,5.89%,-10.74%,-12.90%,-36.25%,0.129,-0.037,-0.058,-0.292,0.078,-0.088,-0.109,-0.343
01-10-2015,42.909996,21.209442,22.547768,12.921565,0.26,0.26%,0.70%,-2.84%,1.14%,-7.24%,-6.35%,-9.89%,-5.91%,-14.29%,0.007,-0.028,0.011,-0.072,-0.044,-0.079,-0.039,-0.123
01-11-2015,42.425228,21.882656,22.629091,11.859642,0.48,0.48%,0.93%,0.52%,0.35%,-18.91%,-6.12%,-6.53%,-6.70%,-25.96%,0.009,0.005,0.003,-0.189,-0.042,-0.046,-0.047,-0.24
01-12-2015,44.578999,19.548845,20.887346,12.047039,0.65,0.65%,-0.38%,-8.27%,-6.97%,-17.88%,-7.43%,-15.32%,-14.02%,-24.93%,-0.004,-0.083,-0.07,-0.179,-0.055,-0.134,-0.121,-0.23
01-01-2016,46.644623,19.060572,20.439657,12.484304,0.54,0.54%,0.77%,-9.94%,-5.31%,-27.29%,-6.28%,-16.99%,-12.36%,-34.34%,0.008,-0.099,-0.053,-0.273,-0.043,-0.15,-0.104,-0.324
01-02-2016,47.24136,19.282835,20.475235,16.169807,0.53,0.53%,11.33%,-13.96%,-11.40%,-2.05%,4.28%,-21.01%,-18.45%,-9.10%,0.113,-0.14,-0.114,-0.021,0.062,-0.191,-0.165,-0.071
01-03-2016,51.255562,20.926216,21.834558,16.990789,0.66,0.66%,22.60%,-8.25%,-3.28%,17.10%,15.55%,-15.30%,-10.33%,10.05%,0.226,-0.082,-0.033,0.171,0.175,-0.133,-0.084,0.12
01-04-2016,49.016991,21.351606,22.557085,20.783377,0.56,0.56%,15.96%,-5.12%,-2.48%,31.73%,8.91%,-12.17%,-9.53%,24.68%,0.16,-0.051,-0.025,0.317,0.109,-0.102,-0.076,0.266
01-05-2016,49.966461,21.452856,22.857752,18.677023,0.59,0.59%,19.43%,-5.95%,-2.23%,20.84%,12.38%,-13.00%,-9.28%,13.79%,0.194,-0.06,-0.022,0.208,0.143,-0.11,-0.073,0.158
01-06-2016,54.57304,21.149086,22.714579,23.028072,0.55,0.55%,37.30%,-7.08%,-0.79%,59.88%,30.25%,-14.13%,-7.84%,52.83%,0.373,-0.071,-0.008,0.599,0.322,-0.122,-0.059,0.548
01-07-2016,53.957939,22.23415,23.620731,25.059166,0.51,0.51%,27.11%,1.14%,2.97%,110.51%,20.06%,-5.91%,-4.08%,103.46%,0.271,0.011,0.03,1.105,0.22,-0.04,-0.021,1.054
01-08-2016,50.275097,22.619946,23.894218,21.43931,0.57,0.57%,23.41%,7.22%,10.91%,73.47%,16.36%,0.17%,3.86%,66.42%,0.234,0.072,0.109,0.735,0.183,0.021,0.058,0.684
01-09-2016,50.410858,22.883923,23.894218,22.152447,0.59,0.59%,17.05%,14.06%,15.24%,84.43%,10.00%,7.01%,8.19%,77.38%,0.17,0.141,0.152,0.844,0.12,0.09,0.101,0.793
01-10-2016,50.905468,22.175037,23.595943,20.5366,0.66,0.66%,18.63%,4.55%,4.65%,58.93%,11.58%,-2.50%,-2.40%,51.88%,0.186,0.046,0.046,0.589,0.135,-0.005,-0.004,0.538
01-11-2016,46.359772,25.472515,25.44717,17.341011,0.74,0.74%,9.27%,16.41%,12.45%,46.22%,2.22%,9.36%,5.40%,39.17%,0.093,0.164,0.125,0.462,0.042,0.113,0.074,0.411
01-12-2016,49.894985,25.316778,25.374857,17.295879,0.87,0.87%,11.92%,29.51%,21.48%,43.57%,4.87%,22.46%,14.43%,36.52%,0.119,0.295,0.215,0.436,0.068,0.244,0.164,0.385
01-01-2017,50.766712,26.209862,26.463669,20.109324,0.83,0.83%,8.84%,37.51%,29.47%,61.08%,1.79%,30.46%,22.42%,54.03%,0.088,0.375,0.295,0.611,0.037,0.324,0.244,0.56
01-02-2017,53.072845,26.294432,27.25906,19.470198,0.82,0.82%,12.34%,36.36%,33.13%,20.41%,5.29%,29.31%,26.08%,13.36%,0.123,0.364,0.331,0.204,0.073,0.313,0.28,0.153
01-03-2017,53.695202,25.984339,26.887384,19.470198,1.01,1.01%,4.76%,24.17%,23.14%,14.59%,-2.29%,17.12%,16.09%,7.54%,0.048,0.242,0.231,0.146,-0.003,0.191,0.181,0.095
01-04-2017,54.255108,26.115627,27.184446,18.719919,1.04,1.04%,10.69%,22.31%,20.51%,-9.93%,3.64%,15.26%,13.46%,-16.98%,0.107,0.223,0.205,-0.099,0.056,0.172,0.154,-0.15
01-05-2017,57.414581,25.199039,27.154579,18.8701,1.12,1.12%,14.91%,17.46%,18.80%,1.03%,7.86%,10.41%,11.75%,-6.02%,0.149,0.175,0.188,0.01,0.098,0.124,0.137,-0.041
01-06-2017,56.050297,25.798347,27.475624,18.795849,1.2,1.20%,2.71%,21.98%,20.96%,-18.38%,-4.34%,14.93%,13.91%,-25.43%,0.027,0.22,0.21,-0.184,-0.024,0.169,0.159,-0.235
01-07-2017,56.913612,26.04891,28.067171,19.194971,1.22,1.22%,5.48%,17.16%,18.82%,-23.40%,-1.57%,10.11%,11.77%,-30.45%,0.055,0.172,0.188,-0.234,0.004,0.121,0.137,-0.285
01-08-2017,59.406715,25.384796,27.804657,20.568689,1.23,1.23%,18.16%,12.22%,16.37%,-4.06%,11.11%,5.17%,9.32%,-11.11%,0.182,0.122,0.164,-0.041,0.131,0.071,0.113,-0.092
01-09-2017,57.143829,27.341822,28.719727,19.259943,1.28,1.28%,13.36%,19.48%,20.20%,-13.06%,6.31%,12.43%,13.15%,-20.11%,0.134,0.195,0.202,-0.131,0.083,0.144,0.151,-0.181
01-10-2017,60.536335,27.656879,29.289873,18.610209,1.4,1.40%,18.92%,24.72%,24.13%,-9.38%,11.87%,17.67%,17.08%,-16.43%,0.189,0.247,0.241,-0.094,0.138,0.196,0.19,-0.145
01-11-2017,63.155964,28.244423,30.330563,18.303905,1.56,1.56%,36.23%,10.88%,19.19%,5.55%,29.18%,3.83%,12.14%,-1.50%,0.362,0.109,0.192,0.056,0.311,0.058,0.141,0.005
01-12-2017,60.348408,26.842813,29.501022,19.278509,1.7,1.70%,20.95%,6.03%,16.26%,11.46%,13.90%,-1.02%,9.21%,4.41%,0.21,0.06,0.163,0.115,0.159,0.009,0.112,0.064
01-01-2018,56.419224,28.702133,32.642433,19.445583,1.8,1.80%,11.13%,9.51%,23.35%,-3.30%,4.08%,2.46%,16.30%,-10.35%,0.111,0.095,0.233,-0.033,0.06,0.044,0.183,-0.084
01-02-2018,53.794315,27.359854,31.023405,17.431408,1.96,1.96%,1.36%,4.05%,13.81%,-10.47%,-5.69%,-3.00%,6.76%,-17.52%,0.014,0.041,0.138,-0.105,-0.037,-0.01,0.087,-0.156
01-03-2018,56.809868,27.613403,30.182156,17.663456,2.06,2.06%,5.80%,6.27%,12.25%,-9.28%,-1.25%,-0.78%,5.20%,-16.33%,0.058,0.063,0.123,-0.093,0.007,0.012,0.072,-0.144
01-04-2018,57.96114,27.979561,30.364902,17.867659,2.15,2.15%,6.83%,7.14%,11.70%,-4.55%,-0.22%,0.09%,4.65%,-11.60%,0.068,0.071,0.117,-0.046,0.017,0.02,0.066,-0.096
01-05-2018,56.279793,29.739473,30.643913,17.867659,2.27,2.27%,-1.98%,18.02%,12.85%,-5.31%,-9.03%,10.97%,5.80%,-12.36%,-0.02,0.18,0.128,-0.053,-0.071,0.129,0.078,-0.104
01-06-2018,57.890247,29.694733,30.27721,17.709866,2.33,2.33%,3.28%,15.10%,10.20%,-5.78%,-3.77%,8.05%,3.15%,-12.83%,0.033,0.151,0.102,-0.058,-0.018,0.1,0.051,-0.109
01-07-2018,59.470188,30.236288,31.687061,17.115828,2.39,2.39%,4.49%,16.08%,12.90%,-10.83%,-2.56%,9.03%,5.85%,-17.88%,0.045,0.161,0.129,-0.108,-0.006,0.11,0.078,-0.159
01-08-2018,59.963413,31.095695,32.143738,15.008833,2.45,2.45%,0.94%,22.50%,15.61%,-27.03%,-6.11%,15.45%,8.56%,-34.08%,0.009,0.225,0.156,-0.27,-0.042,0.174,0.105,-0.321
01-09-2018,59.775345,30.019562,32.007542,14.934576,2.56,2.56%,4.61%,9.79%,11.45%,-22.46%,-2.44%,2.74%,4.40%,-29.51%,0.046,0.098,0.114,-0.225,-0.005,0.047,0.064,-0.275
01-10-2018,61.866787,27.270582,30.120844,15.120216,2.65,2.65%,2.20%,-1.40%,2.84%,-18.75%,-4.85%,-8.45%,-4.21%,-25.80%,0.022,-0.014,0.028,-0.188,-0.029,-0.065,-0.023,-0.238
01-11-2018,65.560593,27.517883,30.821314,15.073806,2.7,2.70%,3.81%,-2.57%,1.62%,-17.65%,-3.24%,-9.62%,-5.43%,-24.70%,0.038,-0.026,0.016,-0.176,-0.013,-0.077,-0.035,-0.227
01-12-2018,63.597752,22.481936,25.877672,16.772392,2.66,2.66%,5.38%,-16.25%,-12.28%,-13.00%,-1.67%,-23.30%,-19.33%,-20.05%,0.054,-0.162,-0.123,-0.13,0.003,-0.213,-0.174,-0.181
01-01-2019,67.324791,26.877829,29.792406,17.839813,2.58,2.58%,19.33%,-6.36%,-8.73%,-8.26%,12.28%,-13.41%,-15.78%,-15.31%,0.193,-0.064,-0.087,-0.083,0.142,-0.114,-0.138,-0.133
01-02-2019,69.052155,27.757769,30.534658,17.700583,2.55,2.55%,28.36%,1.45%,-1.58%,1.54%,21.31%,-5.60%,-8.63%,-5.51%,0.284,0.015,-0.016,0.015,0.233,-0.036,-0.067,-0.035
01-03-2019,71.872475,26.701853,30.227524,17.802685,2.49,2.49%,26.51%,-3.30%,0.15%,0.79%,19.46%,-10.35%,-6.90%,-6.26%,0.265,-0.033,0.002,0.008,0.214,-0.084,-0.049,-0.043
01-04-2019,73.417206,27.823629,31.427746,16.633165,2.42,2.42%,26.67%,-0.56%,3.50%,-6.91%,19.62%,-7.61%,-3.55%,-13.96%,0.267,-0.006,0.035,-0.069,0.216,-0.056,-0.016,-0.12
01-05-2019,73.906364,24.619064,28.992416,17.329309,2.34,2.34%,31.32%,-17.22%,-5.39%,-3.01%,24.27%,-24.27%,-12.44%,-10.06%,0.313,-0.172,-0.054,-0.03,0.262,-0.223,-0.105,-0.081
01-06-2019,76.137581,26.445667,31.144772,20.123161,2,2.00%,31.52%,-10.94%,2.87%,13.63%,24.47%,-17.99%,-4.18%,6.58%,0.315,-0.109,0.029,0.136,0.264,-0.16,-0.022,0.085
01-07-2019,75.964554,26.637051,31.649338,20.698635,1.96,1.96%,27.74%,-11.90%,-0.12%,20.93%,20.69%,-18.95%,-7.17%,13.88%,0.277,-0.119,-0.001,0.209,0.226,-0.17,-0.052,0.158
01-08-2019,78.853996,24.507053,30.347143,22.879885,1.77,1.77%,31.50%,-21.19%,-5.59%,52.44%,24.45%,-28.24%,-12.64%,45.39%,0.315,-0.212,-0.056,0.524,0.264,-0.263,-0.107,0.474
01-09-2019,81.661034,25.881508,31.356121,20.624382,1.8,1.80%,36.61%,-13.78%,-2.04%,38.10%,29.56%,-20.83%,-9.09%,31.05%,0.366,-0.138,-0.02,0.381,0.315,-0.189,-0.071,0.33
01-10-2019,82.271172,26.442348,32.210842,21.227707,1.61,1.61%,32.98%,-3.04%,6.94%,40.39%,25.93%,-10.09%,-0.11%,33.34%,0.33,-0.03,0.069,0.404,0.279,-0.081,0.018,0.353
01-11-2019,79.621468,27.281017,33.468735,20.466589,1.57,1.57%,21.45%,-0.86%,8.59%,35.78%,14.40%,-7.91%,1.54%,28.73%,0.214,-0.009,0.086,0.358,0.164,-0.06,0.035,0.307
01-12-2019,83.007477,27.772934,33.555481,22.629271,1.55,1.55%,30.52%,23.53%,29.67%,34.92%,23.47%,16.48%,22.62%,27.87%,0.305,0.235,0.297,0.349,0.254,0.184,0.246,0.298
01-01-2020,91.535698,26.404089,32.987133,22.791698,1.53,1.53%,35.96%,-1.76%,10.72%,27.76%,28.91%,-8.81%,3.67%,20.71%,0.36,-0.018,0.107,0.278,0.309,-0.069,0.056,0.227
01-02-2020,78.396423,23.55538,29.500757,20.815487,1.41,1.41%,13.53%,-15.14%,-3.39%,17.60%,6.48%,-22.19%,-10.44%,10.55%,0.135,-0.151,-0.034,0.176,0.084,-0.202,-0.085,0.125
01-03-2020,70.730087,17.240463,23.381823,18.391825,0.33,0.33%,-1.59%,-35.43%,-22.65%,3.31%,-8.64%,-42.48%,-29.70%,-3.74%,-0.016,-0.354,-0.226,0.033,-0.067,-0.405,-0.277,-0.018
01-04-2020,73.498085,20.024773,26.643908,25.364502,0.18,0.18%,0.11%,-28.03%,-15.22%,52.49%,-6.94%,-35.08%,-22.27%,45.44%,0.001,-0.28,-0.152,0.525,-0.05,-0.331,-0.203,0.474
01-05-2020,75.39061,20.594551,27.665573,26.853037,0.16,0.16%,2.01%,-16.35%,-4.58%,54.96%,-5.04%,-23.40%,-11.63%,47.91%,0.02,-0.163,-0.046,0.55,-0.031,-0.214,-0.097,0.499
01-06-2020,71.060493,21.090004,27.253321,28.609426,0.18,0.18%,-6.67%,-20.25%,-12.49%,42.17%,-13.72%,-27.30%,-19.54%,35.12%,-0.067,-0.203,-0.125,0.422,-0.118,-0.253,-0.176,0.371
01-07-2020,77.520546,21.821211,28.298891,33.061451,0.15,0.15%,2.05%,-18.08%,-10.59%,59.73%,-5.00%,-25.13%,-17.64%,52.68%,0.02,-0.181,-0.106,0.597,-0.03,-0.232,-0.157,0.546
01-08-2020,70.337753,23.038103,29.552805,32.70454,0.13,0.13%,-10.80%,-5.99%,-2.62%,42.94%,-17.85%,-13.04%,-9.67%,35.89%,-0.108,-0.06,-0.026,0.429,-0.159,-0.111,-0.077,0.379
01-09-2020,73.528244,21.771544,28.686794,30.487917,0.13,0.13%,-9.96%,-15.88%,-8.51%,47.82%,-17.01%,-22.93%,-15.56%,40.77%,-0.1,-0.159,-0.085,0.478,-0.15,-0.21,-0.136,0.427
01-10-2020,80.905357,22.718864,28.494144,29.417177,0.13,0.13%,-1.66%,-14.08%,-11.54%,38.58%,-8.71%,-21.13%,-18.59%,31.53%,-0.017,-0.141,-0.115,0.386,-0.068,-0.192,-0.166,0.335
01-11-2020,76.371132,26.782335,32.995132,27.303875,0.12,0.12%,-4.08%,-1.83%,-1.42%,33.41%,-11.13%,-8.88%,-8.47%,26.36%,-0.041,-0.018,-0.014,0.334,-0.092,-0.069,-0.065,0.283
